cluster	entrezgene_id	external_gene_name	Number of datasets	max(|logFC|)	logFC	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
cluster_1						GO_Biological_Process_2021__regulation of interleukin-1 alpha production (GO:0032650)	-0.6195286195286195	-0.8249049264749515	0.7596741344195519	0.990403241673619	1.0	1/1	38.18%	CX3CL1
cluster_1						GO_Biological_Process_2021__positive regulation of neuroblast proliferation (GO:0002052)	-0.6195286195286195	-0.8249049264749515	0.7596741344195519	0.990403241673619	1.0	1/1	38.18%	CX3CL1
cluster_1						GO_Biological_Process_2021__positive regulation of neural precursor cell proliferation (GO:2000179)	-0.6195286195286195	-0.8249049264749515	0.7596741344195519	0.990403241673619	1.0	1/1	38.18%	CX3CL1
cluster_1						GO_Biological_Process_2021__regulation of I-kappaB phosphorylation (GO:1903719)	-0.6195286195286195	-0.8249049264749515	0.7596741344195519	0.990403241673619	1.0	1/1	38.18%	CX3CL1
cluster_1						GO_Biological_Process_2021__integrin activation (GO:0033622)	-0.6195286195286195	-0.8249049264749515	0.7596741344195519	0.990403241673619	1.0	1/1	38.18%	CX3CL1
cluster_1						GO_Biological_Process_2021__dynamin family protein polymerization involved in membrane fission (GO:0003373)	-0.40601795334480295	-0.8247257317392417	0.740418118466899	0.9889183827377384	1.0	1/3	4.54%	DNM1
cluster_1						GO_Biological_Process_2021__dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)	-0.40601795334480295	-0.8247257317392417	0.740418118466899	0.9889183827377384	1.0	1/3	4.54%	DNM1
cluster_1						GO_Biological_Process_2021__negative regulation of cellular component organization (GO:0051129)	-0.3657034444064612	-0.8243256809014938	0.7278797996661102	0.9887541568602142	1.0	1/4	2.35%	SLN
cluster_1						GO_Biological_Process_2021__regulation of dopamine uptake involved in synaptic transmission (GO:0051584)	-0.39896590091034106	-0.8230552482443159	0.680628272251309	0.9903422574221569	1.0	2/3	37.26%	RAB3B;SNCA
cluster_1						GO_Biological_Process_2021__regulation of axon extension involved in axon guidance (GO:0048841)	-0.403035413153457	-0.8227052765056705	0.7120689655172414	0.9892102857262414	1.0	3/3	59.88%	SEMA6B;SEMA3A;SEMA4A
cluster_1						GO_Biological_Process_2021__negative regulation of axon extension involved in axon guidance (GO:0048843)	-0.403035413153457	-0.8227052765056705	0.7120689655172414	0.9892102857262414	1.0	3/3	59.88%	SEMA6B;SEMA3A;SEMA4A
cluster_1						GO_Biological_Process_2021__mitochondrial outer membrane permeabilization (GO:0097345)	-0.6069023569023568	-0.8225759631677364	0.757396449704142	0.9867232124652563	1.0	1/1	39.44%	MOAP1
cluster_1						GO_Biological_Process_2021__extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	-0.6069023569023568	-0.8225759631677364	0.757396449704142	0.9867232124652563	1.0	1/1	39.44%	MOAP1
cluster_1						GO_Biological_Process_2021__protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844)	-0.6069023569023568	-0.8225759631677364	0.757396449704142	0.9867232124652563	1.0	1/1	39.44%	MOAP1
cluster_1						GO_Biological_Process_2021__positive regulation of cell junction assembly (GO:1901890)	-0.35962720774361445	-0.8221424166923763	0.7046204620462047	0.9865294961867179	1.0	1/4	3.11%	THY1
cluster_1						GO_Biological_Process_2021__midbrain dopaminergic neuron differentiation (GO:1904948)	-0.6296296296296297	-0.8220871679110956	0.7713754646840149	0.9848202716731912	1.0	1/1	37.17%	NR4A2
cluster_1						GO_Biological_Process_2021__dopaminergic neuron differentiation (GO:0071542)	-0.6296296296296297	-0.8220871679110956	0.7713754646840149	0.9848202716731912	1.0	1/1	37.17%	NR4A2
cluster_1						GO_Biological_Process_2021__regulation of actin cytoskeleton organization (GO:0032956)	-0.2754879492086288	-0.8220855859200621	0.6875	0.9839140887868569	1.0	3/8	19.51%	DMTN;PAK3;ARHGAP44
cluster_1						GO_Biological_Process_2021__positive regulation of DNA binding (GO:0043388)	0.6245791245791246	0.8212377595162521	0.774390243902439	0.8899937273013683	1.0	1/1	37.59%	NME1
cluster_1						GO_Biological_Process_2021__negative regulation of nervous system development (GO:0051961)	0.4734625105307498	0.8206693168761536	0.6947608200455581	0.8900503375671983	1.0	2/2	52.73%	TLR2;ROBO2
cluster_1						GO_Biological_Process_2021__negative regulation of synapse organization (GO:1905809)	0.4734625105307498	0.8206693168761536	0.6947608200455581	0.8900503375671983	1.0	2/2	52.73%	TLR2;ROBO2
cluster_1						GO_Biological_Process_2021__neurotransmitter-gated ion channel clustering (GO:0072578)	0.6144781144781145	0.8194651920573772	0.7782101167315175	0.8916951118860278	1.0	1/1	38.60%	LHFPL4
cluster_1						GO_Biological_Process_2021__sphingomyelin metabolic process (GO:0006684)	-0.6161616161616161	-0.8183973008840795	0.7775590551181102	0.9871113675561114	1.0	1/1	38.52%	SMPD3
cluster_1						GO_Biological_Process_2021__regulation of ceramide biosynthetic process (GO:2000303)	-0.6161616161616161	-0.8183973008840795	0.7775590551181102	0.9871113675561114	1.0	1/1	38.52%	SMPD3
cluster_1						GO_Biological_Process_2021__positive regulation of sphingolipid biosynthetic process (GO:0090154)	-0.6161616161616161	-0.8183973008840795	0.7775590551181102	0.9871113675561114	1.0	1/1	38.52%	SMPD3
cluster_1						GO_Biological_Process_2021__positive regulation of ceramide biosynthetic process (GO:2000304)	-0.6161616161616161	-0.8183973008840795	0.7775590551181102	0.9871113675561114	1.0	1/1	38.52%	SMPD3
cluster_1						GO_Biological_Process_2021__male gonad development (GO:0008584)	-0.405182479603014	-0.8182241119767175	0.7545304777594728	0.9855923254269587	1.0	1/3	9.59%	FGF9
cluster_1						GO_Biological_Process_2021__development of primary male sexual characteristics (GO:0046546)	-0.405182479603014	-0.8182241119767175	0.7545304777594728	0.9855923254269587	1.0	1/3	9.59%	FGF9
cluster_1						GO_Biological_Process_2021__epithelial cell differentiation (GO:0030855)	0.305809623787113	0.8181819049669424	0.7111111111111111	0.8934971598383599	1.0	3/5	26.75%	ANXA1;TAGLN;ACADVL
cluster_1						GO_Biological_Process_2021__negative regulation of supramolecular fiber organization (GO:1902904)	-0.2486317661209428	-0.8176117389655198	0.6635658914728683	0.9857687710403159	1.0	5/10	37.26%	STMN2;SHANK1;MAP2;FGF13;SNCA
cluster_1						GO_Biological_Process_2021__cellular response to fatty acid (GO:0071398)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__regulation of mitochondrial fusion (GO:0010635)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__negative regulation of glucose import (GO:0046325)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__cell part morphogenesis (GO:0032990)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__negative regulation of insulin receptor signaling pathway (GO:0046627)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__negative regulation of cellular response to insulin stimulus (GO:1900077)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__mitochondrion morphogenesis (GO:0070584)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__regulation of insulin receptor signaling pathway (GO:0046626)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__negative regulation of glucose transmembrane transport (GO:0010829)	0.6127946127946129	0.8171707073231692	0.7773359840954275	0.8908148674985272	1.0	1/1	38.77%	PID1
cluster_1						GO_Biological_Process_2021__regulation of protein binding (GO:0043393)	0.3095963784528887	0.8158469615984802	0.6802168021680217	0.8925168534852562	1.0	4/5	44.91%	DTX3L;LDLRAP1;FKBP1A;PPP2CA
cluster_1						GO_Biological_Process_2021__negative regulation of ERK1 and ERK2 cascade (GO:0070373)	-0.4080492899659407	-0.8154992349678234	0.7313691507798961	0.9878574497092861	1.0	1/3	8.41%	PTPRR
cluster_1						GO_Biological_Process_2021__negative regulation of MAPK cascade (GO:0043409)	-0.4080492899659407	-0.8154992349678234	0.7313691507798961	0.9878574497092861	1.0	1/3	8.41%	PTPRR
cluster_1						GO_Biological_Process_2021__negative regulation of establishment of protein localization (GO:1904950)	-0.6127946127946128	-0.8153461599394455	0.7799607072691552	0.9863883559732273	1.0	1/1	38.86%	NDFIP1
cluster_1						GO_Biological_Process_2021__negative regulation of protein transport (GO:0051224)	-0.6127946127946128	-0.8153461599394455	0.7799607072691552	0.9863883559732273	1.0	1/1	38.86%	NDFIP1
cluster_1						GO_Biological_Process_2021__B cell proliferation (GO:0042100)	-0.35288682933444915	-0.8152712513159287	0.7207062600321027	0.9856481039642442	1.0	1/4	5.89%	RASGRP1
cluster_1						GO_Biological_Process_2021__regulation of protein dephosphorylation (GO:0035304)	-0.350210970464135	-0.8151022449653009	0.7174959871589085	0.9850690795489557	1.0	4/4	65.18%	ARPP19;HSP90B1;CAMTA1;YWHAB
cluster_1						GO_Biological_Process_2021__positive regulation of autophagy of mitochondrion (GO:1903599)	-0.6094276094276094	-0.8147372922363648	0.786	0.9839449505076402	1.0	1/1	39.19%	VDAC1
cluster_1						GO_Biological_Process_2021__regulation of mitophagy (GO:1901524)	-0.6094276094276094	-0.8147372922363648	0.786	0.9839449505076402	1.0	1/1	39.19%	VDAC1
cluster_1						GO_Biological_Process_2021__signal transduction by p53 class mediator (GO:0072331)	0.34667538107395457	0.8133146688507388	0.7127937336814621	0.896596319323359	1.0	3/4	29.69%	IFI16;GREM1;MYO6
cluster_1						GO_Biological_Process_2021__protein complex oligomerization (GO:0051259)	-0.2559322033898305	-0.8131508392396241	0.6902654867256637	0.985986126503162	1.0	9/9	74.68%	PRMT8;HOMER1;SNCA;CLDN1;ARC;G3BP2;ATL1;OPA1;NACC2
cluster_1						GO_Biological_Process_2021__cellular metal ion homeostasis (GO:0006875)	-0.2778010882790151	-0.8127704587501722	0.709375	0.9858157838646606	1.0	4/8	35.24%	ATP2B2;HTR2A;ATP2B1;SLC8A2
cluster_1						GO_Biological_Process_2021__catecholamine metabolic process (GO:0006584)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__cellular response to dopamine (GO:1903351)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__phospholipase C-activating dopamine receptor signaling pathway (GO:0060158)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__regulation of catecholamine uptake involved in synaptic transmission (GO:0051940)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__response to dopamine (GO:1903350)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__prepulse inhibition (GO:0060134)	0.6212121212121212	0.8127296093881841	0.7740667976424361	0.8947940947123416	1.0	1/1	37.93%	DRD1
cluster_1						GO_Biological_Process_2021__regulation of receptor recycling (GO:0001919)	-0.39663803795136243	-0.8126365511967322	0.7266313932980599	0.9842569290172464	1.0	2/3	37.26%	NSF;SNCA
cluster_1						GO_Biological_Process_2021__positive regulation of receptor recycling (GO:0001921)	-0.39663803795136243	-0.8126365511967322	0.7266313932980599	0.9842569290172464	1.0	2/3	37.26%	NSF;SNCA
cluster_1						GO_Biological_Process_2021__vesicle coating (GO:0006901)	-0.30736404812433205	-0.8119278735204832	0.6848	0.9820093658042943	1.0	4/6	42.14%	NSF;CNIH2;CNIH3;GRIA1
cluster_1						GO_Biological_Process_2021__vesicle targeting, rough ER to cis-Golgi (GO:0048207)	-0.30736404812433205	-0.8119278735204832	0.6848	0.9820093658042943	1.0	4/6	42.14%	NSF;CNIH2;CNIH3;GRIA1
cluster_1						GO_Biological_Process_2021__COPII vesicle coating (GO:0048208)	-0.30736404812433205	-0.8119278735204832	0.6848	0.9820093658042943	1.0	4/6	42.14%	NSF;CNIH2;CNIH3;GRIA1
cluster_1						GO_Biological_Process_2021__COPII-coated vesicle budding (GO:0090114)	-0.30736404812433205	-0.8119278735204832	0.6848	0.9820093658042943	1.0	4/6	42.14%	NSF;CNIH2;CNIH3;GRIA1
cluster_1						GO_Biological_Process_2021__BMP signaling pathway (GO:0030509)	-0.6026936026936026	-0.81131112266757	0.7705263157894737	0.9821926942602985	1.0	1/1	39.87%	USP9Y
cluster_1						GO_Biological_Process_2021__visual perception (GO:0007601)	-0.32734632107480194	-0.810972388034173	0.7181102362204724	0.9819749099386118	1.0	1/5	2.44%	SLC4A10
cluster_1						GO_Biological_Process_2021__long-chain fatty acid biosynthetic process (GO:0042759)	0.38870151770657674	0.8107740666971992	0.707808564231738	0.8977519434960455	1.0	3/3	61.23%	ACSBG1;ASAH2B;ASAH2
cluster_1						GO_Biological_Process_2021__protein targeting to membrane (GO:0006612)	-0.3954468802698145	-0.8104752294485144	0.7424749163879598	0.9819593149433464	1.0	3/3	60.64%	ZDHHC22;CHMP4B;GDAP1
cluster_1						GO_Biological_Process_2021__establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	0.30067567567567555	0.8103713761081034	0.7207446808510638	0.8980331420941131	1.0	5/5	70.06%	ERBIN;CAMSAP3;LRRC7;LIN7A;DLG3
cluster_1						GO_Biological_Process_2021__protein targeting to mitochondrion (GO:0006626)	-0.35527426160337555	-0.810114951610201	0.7239057239057239	0.9809140643873124	1.0	4/4	64.68%	TOMM20;TIMM17A;GDAP1;TOMM70
cluster_1						GO_Biological_Process_2021__establishment of protein localization to mitochondrion (GO:0072655)	-0.35527426160337555	-0.810114951610201	0.7239057239057239	0.9809140643873124	1.0	4/4	64.68%	TOMM20;TIMM17A;GDAP1;TOMM70
cluster_1						GO_Biological_Process_2021__regulation of excitatory synapse assembly (GO:1904889)	0.5976430976430976	0.8098993205376185	0.772256728778468	0.8983252221734492	1.0	1/1	40.29%	SEMA4A
cluster_1						GO_Biological_Process_2021__regulation of neurogenesis (GO:0050767)	0.3811129848229343	0.8096233431636476	0.7107623318385651	0.898391893658281	1.0	3/3	61.98%	DLL1;SERPINF1;CX3CL1
cluster_1						GO_Biological_Process_2021__positive regulation of protein kinase activity (GO:0045860)	-0.18851866309222876	-0.8094206911133649	0.6875	0.9812836187184121	1.0	11/21	40.79%	EPHA4;AGAP2;PAK3;DLG4;DLG3;PAK5;SLC8A2;SNCA;CAMKK1;EGR1;MMD
cluster_1						GO_Biological_Process_2021__positive regulation of circadian rhythm (GO:0042753)	0.6094276094276094	0.8093258399822544	0.7897838899803536	0.8983981532136204	1.0	1/1	39.11%	ARNTL2
cluster_1						GO_Biological_Process_2021__neuron projection extension involved in neuron projection guidance (GO:1902284)	-0.464195450716091	-0.8091195113047263	0.752851711026616	0.9791901356920645	1.0	2/2	53.74%	SLIT3;SEMA3A
cluster_1						GO_Biological_Process_2021__axon extension (GO:0048675)	-0.464195450716091	-0.8091195113047263	0.752851711026616	0.9791901356920645	1.0	2/2	53.74%	SLIT3;SEMA3A
cluster_1						GO_Biological_Process_2021__axon extension involved in axon guidance (GO:0048846)	-0.464195450716091	-0.8091195113047263	0.752851711026616	0.9791901356920645	1.0	2/2	53.74%	SLIT3;SEMA3A
cluster_1						GO_Biological_Process_2021__regulation of cell cycle phase transition (GO:1901987)	0.3114402714325952	0.8090590895103126	0.7036082474226805	0.8982897479780572	1.0	2/5	10.85%	PSMB9;PSMB8
cluster_1						GO_Biological_Process_2021__negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__endochondral bone morphogenesis (GO:0060350)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__cardiac muscle cell differentiation (GO:0055007)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__secondary heart field specification (GO:0003139)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__ventricular cardiac muscle cell differentiation (GO:0055012)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__regulation of macrophage apoptotic process (GO:2000109)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__cardiac ventricle formation (GO:0003211)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__melanocyte differentiation (GO:0030318)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__cellular response to fluid shear stress (GO:0071498)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__cellular response to antibiotic (GO:0071236)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__regulation of skeletal muscle cell differentiation (GO:2001014)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__positive regulation of behavior (GO:0048520)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__regulation of skeletal muscle tissue development (GO:0048641)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__skeletal muscle tissue development (GO:0007519)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__striated muscle cell differentiation (GO:0051146)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__heart field specification (GO:0003128)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__muscle cell differentiation (GO:0042692)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__renal tubule development (GO:0061326)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__B cell homeostasis (GO:0001782)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__nephron tubule development (GO:0072080)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__regulation of muscle cell differentiation (GO:0051147)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__endochondral ossification (GO:0001958)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__muscle cell fate commitment (GO:0042693)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__positive regulation of phosphatase activity (GO:0010922)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__positive regulation of muscle cell differentiation (GO:0051149)	0.5925925925925926	0.808134620802705	0.7870182555780934	0.8878385361083111	1.0	1/1	40.79%	MEF2C
cluster_1						GO_Biological_Process_2021__positive regulation of response to stimulus (GO:0048584)	0.29729729729729715	0.8076795722388945	0.7053140096618358	0.8881175858457644	1.0	5/5	70.40%	FCGR2B;DDX58;KIR2DL4;TAF9;HOMER1
cluster_1						GO_Biological_Process_2021__regulation of axon guidance (GO:1902667)	0.6035353535353536	0.807605749123137	0.7956777996070727	0.8877498452730982	1.0	1/1	39.70%	TUBB2B
cluster_1						GO_Biological_Process_2021__endoplasmic reticulum membrane organization (GO:0090158)	0.6102693602693603	0.8073549648966586	0.8094302554027505	0.8877800134808842	1.0	1/1	39.02%	ATL1
cluster_1						GO_Biological_Process_2021__negative regulation of dephosphorylation (GO:0035305)	-0.4615621576532852	-0.8072734883718689	0.7837837837837838	0.9815602173491935	1.0	1/2	17.91%	ARPP19
cluster_1						GO_Biological_Process_2021__aromatic compound catabolic process (GO:0019439)	0.5993265993265993	0.806839418960105	0.782258064516129	0.8862406604521932	1.0	1/1	40.12%	PDXP
cluster_1						GO_Biological_Process_2021__aldehyde catabolic process (GO:0046185)	0.5993265993265993	0.806839418960105	0.782258064516129	0.8862406604521932	1.0	1/1	40.12%	PDXP
cluster_1						GO_Biological_Process_2021__regulation of nuclear division (GO:0051783)	0.5993265993265993	0.806839418960105	0.782258064516129	0.8862406604521932	1.0	1/1	40.12%	PDXP
cluster_1						GO_Biological_Process_2021__regulation of actin filament depolymerization (GO:0030834)	0.5993265993265993	0.806839418960105	0.782258064516129	0.8862406604521932	1.0	1/1	40.12%	PDXP
cluster_1						GO_Biological_Process_2021__positive regulation of actin filament depolymerization (GO:0030836)	0.5993265993265993	0.806839418960105	0.782258064516129	0.8862406604521932	1.0	1/1	40.12%	PDXP
cluster_1						GO_Biological_Process_2021__aorta development (GO:0035904)	-0.3947038443231057	-0.8060829169133016	0.7395104895104895	0.9818504275069727	1.0	1/3	6.81%	PDE2A
cluster_1						GO_Biological_Process_2021__artery development (GO:0060840)	-0.3947038443231057	-0.8060829169133016	0.7395104895104895	0.9818504275069727	1.0	1/3	6.81%	PDE2A
cluster_1						GO_Biological_Process_2021__protein tetramerization (GO:0051262)	-0.28527853301347095	-0.8059245162757792	0.7110438729198184	0.9812426323608556	1.0	4/7	37.26%	GRIN2B;HCN1;HOMER1;SNCA
cluster_1						GO_Biological_Process_2021__posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway (GO:0090611)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__exit from mitosis (GO:0010458)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__mitotic nuclear division (GO:0140014)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__nuclear membrane organization (GO:0071763)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__membrane fission (GO:0090148)	0.5984848484848485	0.8056394060083985	0.7813121272365805	0.8853900140354887	1.0	1/1	40.20%	CHMP4B
cluster_1						GO_Biological_Process_2021__negative regulation of Rho protein signal transduction (GO:0035024)	-0.404577492156289	-0.805606603168581	0.7606112054329371	0.9810475006164635	1.0	1/3	9.76%	MET
cluster_1						GO_Biological_Process_2021__L-glutamate transmembrane transport (GO:0015813)	-0.32770270270270274	-0.8052253141838174	0.7075630252100841	0.9808483214198376	1.0	5/5	67.45%	ARL6IP5;SLC25A22;SLC1A6;SLC25A12;SLC1A1
cluster_1						GO_Biological_Process_2021__response to retinoic acid (GO:0032526)	0.2244255588771318	0.8039790530175596	0.6888217522658611	0.8877022804099448	1.0	8/9	58.54%	AQP1;CTSH;SOX9;RET;WNT10B;BRINP3;BRINP2;RORB
cluster_1						GO_Biological_Process_2021__ether lipid metabolic process (GO:0046485)	-0.46414801359761754	-0.8035162823984485	0.8058608058608059	0.9821286834262953	1.0	1/2	17.49%	NCEH1
cluster_1						GO_Biological_Process_2021__glycerol ether metabolic process (GO:0006662)	-0.46414801359761754	-0.8035162823984485	0.8058608058608059	0.9821286834262953	1.0	1/2	17.49%	NCEH1
cluster_1						GO_Biological_Process_2021__protein import into peroxisome membrane (GO:0045046)	0.6052188552188552	0.8020156555772998	0.7894736842105263	0.8895165819470114	1.0	1/1	39.53%	GDAP1
cluster_1						GO_Biological_Process_2021__peroxisomal membrane transport (GO:0015919)	0.6052188552188552	0.8020156555772998	0.7894736842105263	0.8895165819470114	1.0	1/1	39.53%	GDAP1
cluster_1						GO_Biological_Process_2021__protein targeting to peroxisome (GO:0006625)	0.6052188552188552	0.8020156555772998	0.7894736842105263	0.8895165819470114	1.0	1/1	39.53%	GDAP1
cluster_1						GO_Biological_Process_2021__positive regulation of MAP kinase activity (GO:0043406)	-0.3490625319773537	-0.8014921322062722	0.719672131147541	0.9847466944417215	1.0	1/4	5.89%	RASGRP1
cluster_1						GO_Biological_Process_2021__negative regulation of BMP signaling pathway (GO:0030514)	0.29054054054054057	0.8008939439848487	0.6950904392764858	0.8908887501983527	1.0	5/5	71.07%	GREM1;BMPER;SOSTDC1;GREM2;VWC2L
cluster_1						GO_Biological_Process_2021__positive regulation of stress-activated MAPK cascade (GO:0032874)	0.2186062782184492	0.800569298070923	0.7223796033994334	0.8909315271976022	1.0	2/10	6.31%	CCN2;FCGR2B
cluster_1						GO_Biological_Process_2021__positive regulation of protein localization to chromosome, telomeric region (GO:1904816)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__regulation of protein localization to Cajal body (GO:1904869)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__positive regulation of telomerase RNA localization to Cajal body (GO:1904874)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__regulation of establishment of protein localization to telomere (GO:0070203)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__scaRNA localization to Cajal body (GO:0090666)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
cluster_1						GO_Biological_Process_2021__regulation of telomerase RNA localization to Cajal body (GO:1904872)	-0.5959595959595959	-0.799756120039984	0.8075313807531381	0.9799229267971986	1.0	1/1	40.54%	CCT2
